qid,country_of_origin,country,located_in,part_of_culture,instance_of,heritage_status
Q3505394,[],[],[],[],['q189819'],[]
Q3053713,[],[],[],[],[],[]
Q876096,['q96'],['q96'],[],[],"['q746549', 'q69393237']",[]
Q110130526,[],[],[],[],['q63982911'],[]
Q323652,['q30'],[],[],[],['q1004'],[]
Q55610863,[],[],[],[],[],[]
Q4531850,[],[],[],[],['q28640'],[]
Q110579,['q183'],[],[],[],['q215380'],[]
Q587926,[],[],[],[],[],[]
Q1422683,[],[],[],[],"['q28640', 'q268592']",[]
Q16835342,[],['q145'],[],[],[],[]
Q2671604,[],[],[],[],['q109587099'],[]
Q120768949,[],[],[],[],['q18608583'],[]
Q466785,[],['q183'],[],[],['q18127'],[]
Q1344317,[],[],[],[],['q223393'],[]
Q3323052,[],['q30'],"['q493236', 'q1223']",[],"['q46831', 'q2221906']",[]
Q31454644,[],['q39'],['q14547'],[],"['q55488', 'q12819564', 'q1339195', 'q22808404']",[]
Q5380687,[],['q30'],[],[],"['q1331793', 'q4830453', 'q891723']",[]
Q3055356,[],[],[],[],['q107357104'],[]
Q2189995,[],[],[],[],[],[]
Q144403,[],[],[],[],['q106948086'],[]
Q66922,[],['q39'],['q88464491'],[],"['q685309', 'q123705']",[]
Q640114,[],[],[],[],['q55597235'],[]
Q652256,[],[],[],[],['q201658'],[]
Q931884,[],[],[],[],['q189819'],[]
Q16577447,[],[],[],[],['q9174'],[]
Q1772,[],[],[],[],"['q223393', 'q124709316']",[]
Q881611,[],['q183'],['q163966'],[],"['q659396', 'q4989906', 'q928357']",['q811165']
Q179226,[],[],[],[],[],[]
Q5384640,[],[],[],[],['q31629'],[]
Q2272017,[],[],[],[],['q5'],[]
Q82696,[],[],[],[],['q5'],[]
Q126401,[],[],[],[],['q5'],[]
Q65454,[],[],[],[],['q5'],[]
Q5388210,[],[],[],[],['q1207505'],[]
Q5389036,[],[],[],[],[],[]
Q58121,[],[],[],[],['q5'],[]
Q31444624,[],['q39'],"['q7115', 'q12121']",[],"['q55488', 'q12819564', 'q1339195', 'q22808404']",[]
Q69207,[],[],[],[],['q5'],[]
Q78767,[],[],[],[],['q5'],[]
Q58051,[],[],[],[],['q5'],[]
Q68863,[],[],[],[],['q5'],[]
Q93996,[],[],[],[],['q5'],[]
Q65108,[],[],[],[],['q5'],[]
Q88163,[],[],[],[],['q5'],[]
Q1357196,[],['q183'],[],[],['q378427'],[]
Q108609,[],[],[],[],['q5'],[]
Q87997,[],[],[],[],['q5'],[]
Q3015661,[],[],[],[],['q107357104'],[]
Q3286043,[],[],[],[],['q28640'],[]
Q1362588,[],[],[],[],['q4026292'],[]
Q86872,[],[],[],[],['q5'],[]
Q78841,[],[],[],[],['q5'],[]
Q61767554,[],[],[],[],[],[]
Q357917,[],['q29'],['q8826'],[],"['q207694', 'q1007870']",[]
Q6099,['q142'],[],[],[],[],[]
Q614320,[],[],[],[],['q1046284'],[]
Q131505,[],[],[],[],"['q4671286', 'q11862829', 'q2915955', 'q1826286']",[]
Q1754876,[],[],[],[],[],[]
Q946318,[],[],[],[],"['q177634', 'q1145276', 'q2385804']",[]
Q300920,[],[],[],[],"['q31629', 'q173799']",[]
Q5243850,['q96'],['q96'],[],[],['q2095'],[]
Q85169152,[],[],[],[],['q571'],[]
Q510575,[],['q155'],['q170762'],[],"['q483110', 'q41176', 'q1081138']",['q108219471']
Q823031,[],['q191'],[],[],"['q31855', 'q166118', 'q45400320', 'q1865249', 'q33506']",[]
Q3591583,[],['q142'],[],[],"['q56427813', 'q10541491']",[]
Q8960402,[],[],[],[],['q28823'],[]
Q17050251,[],['q20'],[],[],[],[]
Q2075380,[],[],[],[],"['q167270', 'q206615']",[]
Q257907,[],[],[],[],['q1826286'],[]
Q3610510,[],[],[],[],['q107'],[]
Q7889581,[],[],[],[],[],[]
Q1189816,[],[],[],[],['q110401222'],[]
Q1371360,[],[],[],[],"['q223393', 'q968159']",[]
Q11858966,[],[],[],[],[],[]
Q520757,[],[],[],[],['q5'],[]
Q166496,[],['q39'],[],[],"['q476028', 'q847017']",[]
Q78885,[],[],[],[],['q5'],[]
Q19599419,[],['q191'],[],[],"['q2001305', 'q63241860']",[]
Q45669,[],[],[],[],['q16521'],[]
Q1372143,[],[],[],[],"['q167270', 'q10675206']",[]
Q259364,[],[],[],[],['q5'],[]
Q3060383,[],[],[],[],['q16521'],[]
Q576717,[],[],[],[],"['q968159', 'q1792379', 'q335261']",[]
Q726492,[],[],[],[],['q1375427'],[]
Q6848,[],[],[],[],"['q18608583', 'q1375427']",[]
Q1376770,[],[],[],[],['q18608583'],[]
Q524107,[],[],[],[],['q18608583'],[]
Q840795,[],[],[],[],['q16521'],[]
Q208202,[],[],[],[],"['q2478386', 'q1756157']",[]
Q1377153,[],[],[],[],"['q12909644', 'q1156854']",[]
Q3677202,[],[],[],[],['q201658'],[]
Q241534,[],[],[],[],['q107357104'],[]
Q123955,[],['q29'],"['q8692', 'q81801']",[],['q740752'],[]
Q215457,[],[],[],[],['q5'],[]
Q76644,[],[],[],[],['q5'],[]
Q216141,[],[],[],[],['q5'],[]
Q190489,[],[],[],[],"['q1207505', 'q55983715', 'q2355817', 'q20098739']",[]
Q14099,[],[],[],[],['q5'],[]
Q829697,[],[],[],[],"['q81741', 'q131505', 'q80837']",[]
Q85760008,[],[],[],[],['q571'],[]
Q16063497,[],[],[],[],"['q28640', 'q12737077']",[]
Q1183642,[],[],[],[],[],[]
Q885115,[],[],[],[],"['q2135465', 'q7748']",[]
Q17182750,[],['q30'],['q99'],[],['q1107679'],[]
Q664232,['q16'],['q16'],[],[],"['q41298', 'q1824338', 'q847906', 'q35127']",[]
Q5419928,[],[],[],[],[],[]
Q1053574,[],[],[],[],"['q4220920', 'q66715801']",[]
Q1993117,[],[],[],[],['q223393'],[]
Q352222,[],[],[],[],[],[]
Q780596,[],[],[],[],['q28640'],[]
Q886974,[],[],[],[],['q206615'],[]
Q1424107,[],[],[],[],['q206615'],[]
Q1031250,[],[],[],[],[],[]
Q790192,[],[],[],[],['q201658'],[]
Q5421292,[],[],[],[],['q7189713'],[]
Q5421291,[],[],[],[],[],[]
Q388553,[],[],[],[],['q124078422'],[]
Q5421699,[],[],[],[],['q123585134'],[]
Q4817887,[],['q17'],[],[],[],[]
Q16132073,[],[],[],[],[],[]
Q5422399,[],[],[],[],['q52105'],[]
Q681142,['q21'],[],[],[],['q349'],[]
Q309162,[],[],[],[],['q31629'],[]
Q206912,[],[],[],[],['q4530267'],[]
Q107354951,[],[],[],[],['q768186'],[]
Q42417882,[],[],[],[],"['q371174', 'q327968']",[]
Q2511747,[],[],[],[],['q327968'],[]
Q25304572,[],[],[],[],[],[]
Q811902,[],[],[],[],[],[]
Q8455,[],['q38'],['q5990'],[],"['q476028', 'q166118']",[]
Q5427621,[],[],[],[],['q28640'],[]
Q62141,[],[],[],[],['q2927074'],[]
Q3064414,[],[],[],[],['q9174'],[]
Q1393367,[],['q30'],[],[],['q1156854'],[]
Q5430937,[],[],[],[],['q82821'],[]
Q141108,[],['q794'],[],[],['q220505'],[]
Q56390587,[],['q28'],[],[],[],[]
Q211011,[],"['q40', 'q224', 'q213', 'q142', 'q183', 'q28', 'q27', 'q38', 'q232', 'q884', 'q813', 'q711', 'q1028', 'q55', 'q843', 'q36', 'q45', 'q846', 'q851', 'q214', 'q29', 'q858', 'q878', 'q31', 'q215', 'q233']",[],[],['q210272'],[]
Q125957,[],[],[],[],['q5'],[]
Q3649504,[],['q4948'],[],[],"['q13418847', 'q467011', 'q18603729']",[]
Q185802,[],['q30'],['q3709734'],[],"['q2270606', 'q2915955', 'q477544']",[]
Q690952,['q38'],[],[],[],['q41298'],[]
Q699863,[],[],[],[],"['q7748', 'q4774211']",[]
Q85760453,[],[],[],[],['q571'],[]
Q5433392,[],[],[],[],[],[]
Q1985504,[],[],[],[],['q12973014'],[]
Q5433603,[],[],[],[],['q21114848'],[]
Q435304,[],[],[],[],['q5'],[]
Q157394,[],[],[],[],"['q201658', 'q108329096']",[]
Q1057172,[],[],[],[],"['q223393', 'q108329096']",[]
Q104625,['q30'],[],[],[],['q215380'],[]
Q31532,[],[],[],[],[],[]
Q615031,[],[],[],[],['q107357104'],[]
Q102341,[],[],[],[],['q5'],[]
Q2240381,[],[],[],[],[],[]
Q2408388,['q218'],[],[],[],['q2095'],[]
Q5437668,[],[],[],[],['q5'],[]
Q60668,[],['q717'],[],[],['q7278'],[]
Q756189,[],['q43'],['q406'],[],"['q32815', 'q570116', 'q811979']",[]
Q269482,[],['q30'],[],[],['q18127'],[]
Q46533,"['q142', 'q15180', 'q38']",[],[],[],['q11424'],[]
Q189671,[],['q39'],[],[],"['q476028', 'q847017']",[]
Q2051883,[],['q39'],[],[],['q12973014'],[]
Q187091,[],['q39'],[],[],"['q476028', 'q847017']",[]
Q24869,[],[],[],[],['q110900120'],[]
Q537250,[],"['q39', 'q183', 'q159', 'q30']",[],[],[],[]
Q502698,[],['q183'],['q699800'],[],"['q896375', 'q6589202', 'q811582', 'q2085381']",[]
Q518751,[],['q30'],[],[],['q18608583'],[]
Q7371,[],[],[],[],['q5'],[]
Q307291,[],['q17'],[],[],['q1107679'],[]
Q129305,[],[],[],[],['q5'],[]
Q5442043,[],[],[],[],['q5'],[]
Q85843,[],[],[],[],['q5'],[]
Q2603533,[],[],[],[],['q5'],[]
Q26178,[],[],[],[],['q5'],[]
Q5421955,[],[],[],[],['q1969448'],[]
Q470582,[],['q183'],['q241450'],[],['q811979'],[]
Q189964,[],[],[],[],[],[]
Q208373,[],[],[],[],"['q189819', 'q1800556']",[]
Q43445,[],[],[],[],"['q16334298', 'q290']",[]
Q30315715,[],[],[],[],[],[]
Q19648,[],['q43'],['q406'],[],['q847017'],[]
Q16838205,[],['q43'],[],[],['q349'],[]
Q2739176,[],[],[],[],[],[]
Q2049287,[],['q55'],[],[],['q618779'],[]
Q95737,[],[],[],[],['q5'],[]
Q214564,[],[],[],[],['q5'],[]
Q71250,[],[],[],[],['q5'],[]
Q1463,[],[],[],[],['q5'],[]
Q2917160,[],[],[],[],"['q9174', 'q13414953']",[]
Q959390,[],[],[],[],['q189819'],[]
Q441917,[],[],[],[],['q5'],[]
Q170317,[],[],[],[],['q5'],[]
Q2438447,[],[],[],[],[],[]
Q100355757,[],[],[],[],['q124282'],[]
Q1470722,[],[],[],[],['q756820'],[]
Q5445590,[],[],[],[],[],[]
Q4116140,[],[],[],[],[],[]
Q1408575,[],['q912'],[],[],['q868557'],[]
Q17590416,[],[],[],[],['q117422294'],[]
Q1408581,['q45'],['q45'],[],[],"['q868557', 'q15275719', 'q1955280', 'q60723717', 'q62584801']",[]
Q1414683,[],['q155'],[],[],['q220505'],[]
Q1408689,[],['q31'],['q162022'],[],"['q868557', 'q132241']",[]
Q3069967,[],['q142'],[],[],['q220505'],[]
Q597925,[],['q45'],[],[],['q868557'],[]
Q770546,[],[],[],[],['q4442611'],[]
Q3817205,[],[],[],[],['q21114848'],[]
Q17013437,[],[],[],[],['q20056177'],[]
Q4491911,[],[],[],[],['q349'],[]
Q283655,[],['q45'],[],[],['q18608583'],[]
Q289572,[],['q34'],[],[],['q18608583'],[]
Q2158741,[],[],[],[],['q89522629'],[]
Q193141,[],[],[],[],['q1375427'],[]
Q767127,[],[],[],[],['q13406554'],[]
Q1316289,[],[],[],[],['q206615'],[]
Q59798,[],[],[],[],['q16521'],[]
Q3560496,[],[],[],[],"['q66715801', 'q12737077']",[]
Q20016,['q29'],[],[],[],"['q6460735', 'q746549']",[]
Q830588,[],[],[],[],['q483394'],[]
Q1402843,[],[],[],[],[],[]
Q5447854,[],"['q889', 'q155', 'q902', 'q668', 'q252', 'q837', 'q881', 'q884', 'q869', 'q843', 'q298']",[],[],[],[]
Q1391488,[],[],[],[],['q968159'],[]
Q1622217,[],[],[],[],['q1792379'],[]
Q4483467,[],[],[],[],[],[]
Q5448076,[],[],[],[],[],[]
Q1347261,[],['q96'],[],[],['q378427'],[]
Q1412659,[],[],[],[],['q28823'],[]
Q382073,[],[],[],[],['q5'],[]
Q1414130,[],[],[],[],"['q968159', 'q188451']",[]
Q10800557,[],[],[],[],['q4220920'],[]
Q1257444,[],[],[],[],[],[]
Q2359975,[],[],[],[],['q26971562'],[]
Q368290,[],[],[],[],[],[]
Q1427084,[],['q31'],[],[],"['q220505', 'q43229']",[]
Q185867,[],[],[],[],['q201658'],[]
Q375336,[],[],[],[],[],[]
Q3072105,[],['q29'],[],[],"['q35127', 'q1414426', 'q11396960', 'q59152282']",[]
Q128490,[],['q34'],"['q109010', 'q506250']",[],['q375336'],[]
Q198625,['q34266'],['q34266'],[],[],['q41298'],[]
Q5450120,[],[],[],[],[],[]
Q5450695,['q22'],['q145'],[],[],['q2095'],[]
Q2366737,[],['q33'],[],[],"['q2659904', 'q7188', 'q43229']",[]
Q5451548,[],[],[],[],['q1792379'],[]
Q1621263,[],[],[],[],['q11460'],[]
Q1158874,[],[],[],[],['q334166'],[]
Q2777244,[],[],[],[],"['q2578249', 'q7188']",[]
Q3490749,[],[],[],[],"['q189819', 'q10532119']",[]
Q768001,"['q17', 'q159']",[],[],[],['q202866'],[]
Q910548,[],[],[],[],['q1156854'],[]
Q16743864,[],[],[],[],['q371174'],[]
Q3892002,[],[],[],[],[],[]
Q5455345,[],[],[],[],[],[]
Q5370520,[],[],[],[],"['q28640', 'q12737077']",[]
Q1255047,[],['q148'],[],[],"['q181648', 'q1156854']",[]
Q670113,[],[],[],[],[],[]
Q3764997,[],[],[],[],['q349'],[]
Q516967,[],[],[],[],['q310890'],[]
Q1188398,[],[],[],[],[],[]
Q1369644,[],[],[],[],['q3516833'],[]
Q3544437,[],[],[],[],[],[]
Q1143415,[],[],[],[],[],[]
Q852335,['q30'],[],[],[],['q215380'],[]
Q5458447,[],[],[],[],['q13406554'],[]
Q106648,['q145'],[],[],[],['q215380'],[]
Q5458678,[],[],[],[],['q8274'],[]
Q5458980,[],[],[],[],[],[]
Q5459759,[],[],[],[],['q82821'],[]
Q1429277,[],[],[],[],"['q223393', 'q104624828']",[]
Q4491179,[],[],[],[],['q28640'],[]
Q30326006,[],['q30'],[],[],['q54190181'],[]
Q730654,[],['q30'],['q37043'],[],"['q327333', 'q20857085']",[]
Q92340,[],[],[],[],['q5'],[]
Q69652198,[],['q30'],[],[],['q63241860'],[]
Q28407920,[],[],[],[],['q28823'],[]
Q2613628,[],['q33'],[],[],['q15275719'],[]
Q3482189,[],['q189'],[],[],"['q327541', 'q13418847']",[]
Q2071567,[],[],[],[],[],[]
Q131689,[],[],[],[],[],[]
Q2917486,[],[],[],[],[],[]
Q1428466,[],[],[],[],['q334166'],[]
Q266157,[],['q183'],[],[],['q18127'],[]
Q1587665,[],[],[],[],[],[]
Q1435207,[],[],[],[],['q5'],[]
Q496797,[],['q142'],[],[],['q1107679'],[]
Q1147867,[],['q222'],[],[],[],[]
Q28674584,[],['q36'],[],[],['q3172759'],[]
Q1068640,[],[],[],[],['q110401222'],[]
Q646264,[],['q142'],['q187153'],[],"['q3661265', 'q811979']",['q10387684']
Q1278380,[],[],[],[],"['q968159', 'q1792379']",[]
Q5465302,[],[],[],[],"['q580689', 'q2095']",[]
Q3480053,[],[],[],[],[],[]
Q16920961,[],[],[],[],[],[]
Q262090,[],[],[],[],[],[]
Q105216541,[],[],[],[],['q8274'],[]
Q5466264,[],['q252'],[],[],['q29791211'],[]
Q117321337,[],[],[],[],[],[]
Q28083137,[],[],[],[],[],[]
Q161928,[],[],[],[],[],[]
Q734268,['q30'],[],[],[],['q1004'],[]
Q13377214,[],[],[],[],[],[]
Q5467207,[],[],[],[],[],[]
Q571943,[],"['q183', 'q1206012']",[],[],"['q4830453', 'q786820', 'q658255']",[]
Q571934,[],['q183'],[],[],"['q4830453', 'q786820']",[]
Q1437082,[],[],[],[],[],[]
Q109655120,[],[],[],[],[],[]
Q767942,[],[],[],[],['q349'],[]
Q446575,[],['q142'],['q22922'],[],"['q811979', 'q2772772']",[]
Q714431,[],['q865'],['q706699'],[],"['q1081138', 'q1785071', 'q2319498', 'q41176']",['q9684219']
Q1003131,[],['q28'],['q1781'],[],"['q27032363', 'q166118']",[]
Q8011595,[],[],[],[],['q748250'],[]
Q2850019,[],[],[],[],[],[]
Q3272147,[],[],[],[],['q201658'],[]
Q118886,[],['q148'],[],[],['q1156854'],[]
Q2644123,[],['q30'],[],[],"['q1762059', 'q375336', 'q11396960']",[]
Q245418,[],[],[],[],['q107357104'],[]
Q3080277,[],[],[],[],"['q30149195', 'q1115221']",[]
Q2131593,[],['q30'],[],[],[],[]
Q366597,[],[],[],[],['q5'],[]
Q872953,[],[],[],[],['q5'],[]
Q53048,[],[],[],[],['q5'],[]
Q53050,[],[],[],[],['q5'],[]
Q62644,[],[],[],[],['q5'],[]
Q931577,[],['q225'],"['q12756623', 'q18253', 'q11198']",[],"['q76529788', 'q317557', 'q570116', 'q166118', 'q464980', 'q33506', 'q7075']",['q12637954']
Q3547,[],[],[],[],['q5'],[]
Q370079,[],[],[],[],['q5'],[]
Q2291452,[],[],[],[],['q5'],[]
Q444539,[],[],[],[],['q5'],[]
Q3476410,[],[],[],[],"['q3331189', 'q349']",[]
Q215919,[],[],[],[],['q5'],[]
Q512997,[],[],[],[],['q5'],[]
Q67378,[],[],[],[],['q5'],[]
Q62896,[],[],[],[],['q5'],[]
Q256268,[],[],[],[],['q5'],[]
Q4024,[],"['q183', 'q16957', 'q27306', 'q43287', 'q41304', 'q7318', 'q55300', 'q36']","['q1208', 'q48057', 'q1801895', 'q123111693']",[],"['q1187811', 'q707813', 'q42744322', 'q61793478', 'q902814', 'q67123843', 'q515']",[]
Q528634,[],['q183'],['q1794'],[],"['q40244', 'q18608583']",[]
Q66255,[],[],[],[],['q5'],[]
Q19362,[],['q213'],[],[],['q378427'],[]
Q67111,[],[],[],[],['q5'],[]
Q88567,[],[],[],[],['q5'],[]
Q66832,[],[],[],[],['q5'],[]
Q78780,[],[],[],[],['q5'],[]
Q90438,[],[],[],[],['q5'],[]
Q5495820,[],[],[],[],['q5'],[]
Q559380,['q35'],[],[],[],['q202866'],[]
Q107798,[],[],[],[],['q5'],[]
Q5498469,[],[],[],[],['q5'],[]
Q651658,[],[],[],[],['q627436'],[]
Q5501442,"['q155', 'q1033', 'q1044']",[],[],[],['q2095'],[]
Q2986380,[],['q142'],[],[],['q7188'],[]
Q1497135,[],[],[],[],[],[]
Q85924,[],[],[],[],['q5'],[]
Q94659,[],[],[],[],['q5'],[]
Q836469,[],['q183'],['q586'],[],"['q155271', 'q1695502', 'q2085381', 'q163740']",[]
Q34787,[],[],[],[],['q5'],[]
Q69102,[],[],[],[],['q5'],[]
Q87809,[],[],[],[],['q5'],[]
Q651,[],[],[],[],['q5'],[]
Q64437,[],[],[],[],['q5'],[]
Q314183,[],['q183'],[],[],['q378427'],[]
Q4051,[],['q183'],"['q8228', 'q9378535']",[],"['q134626', 'q1187811', 'q42744322', 'q515', 'q116621859']",[]
Q68820,[],[],[],[],['q5'],[]
Q88522,[],[],[],[],['q5'],[]
Q71949,[],[],[],[],['q5'],[]
Q19504,[],[],[],[],['q5'],[]
Q64321,[],[],[],[],['q5'],[]
Q1413936,['q30'],[],[],[],['q27303706'],[]
Q57149,[],[],[],[],['q5'],[]
Q363968,[],[],[],[],['q5'],[]
Q5506367,[],[],[],[],"['q2095', 'q5159627', 'q1485500']",[]
Q854629,"['q1108445', 'q159', 'q184', 'q212']",[],[],[],[],[]
Q263424,['q30'],[],[],[],['q114392939'],[]
Q105708810,['q17'],[],[],[],"['q8274', 'q21198342']",[]
Q562198,[],['q183'],[],[],['q868557'],[]
Q181014,[],[],[],[],"['q107487333', 'q862597', 'q188451']",[]
Q4045,[],['q878'],['q4091'],[],['q515'],[]
Q566518,[],[],[],[],['q868557'],[]
Q99320,[],[],[],[],['q5'],[]
Q731206,[],['q155'],[],[],"['q11771944', 'q327333']",[]
Q474171,[],['q55'],['q9920'],[],['q33506'],['q916333']
Q16837973,[],[],[],[],[],[]
Q5509124,[],[],[],[],['q1216498'],[]
Q803669,[],[],[],[],[],[]
Q197195,[],[],[],[],[],[]
Q2194409,[],['q142'],[],[],['q200764'],[]
Q1475008,[],[],[],[],['q107357104'],[]
Q3080126,[],[],[],[],['q811906'],[]
Q2401756,[],[],[],[],"['q16521', 'q2095', 'q76749327']",[]
Q375982,[],['q38'],[],[],"['q786820', 'q15081030']",[]
Q879464,[],['q183'],['q2902'],[],['q868557'],[]
Q5510268,[],[],[],[],['q4167410'],[]
Q1435606,[],[],[],[],['q3172759'],[]
Q5515390,[],[],[],[],[],[]
Q930825,[],"['q154849', 'q172579', 'q38']",['q2044'],[],"['q3152824', 'q166118']",[]
Q88512,[],[],[],[],[],[]
Q16585,[],['q39'],['q12079'],[],['q8502'],[]
Q3543088,[],[],[],[],[],[]
Q5317729,['q668'],[],[],[],"['q2095', 'q2382369']",[]
Q3500492,[],['q213'],['q1085'],[],"['q33506', 'q1007870']",[]
Q307,[],[],[],[],['q5'],[]
Q5518723,[],[],[],[],['q5'],[]
Q634691,[],['q237'],[],[],"['q811979', 'q207694', 'q26945175']",[]
Q698092,[],[],[],[],"['q107357104', 'q862597']",[]
Q5519666,[],['q30'],['q984542'],[],['q200764'],[]
Q3630699,[],[],[],[],['q28640'],[]
Q1555979,[],[],[],[],[],[]
Q27197,['q30'],['q30'],[],[],"['q41298', 'q72398691']",[]
Q85762609,[],[],[],[],['q571'],[]
Q642946,[],[],[],[],"['q223393', 'q107551175']",[]
Q5520196,[],[],[],[],[],[]
Q17500081,[],['q2444884'],[],[],"['q43229', 'q11514315', 'q44405']",[]
Q5520922,[],[],[],[],['q5'],[]
Q7444356,[],[],[],[],['q201658'],[]
Q57256,[],['q865'],['q181557'],[],['q4022'],[]
Q5521784,[],['q252'],[],[],['q2095'],[]
Q22733,[],[],[],[],['q811102'],[]
Q443169,[],[],[],[],['q28640'],[]
Q15432439,[],[],[],[],['q28640'],[]
Q2356772,[],[],[],[],['q9174'],[]
Q5523623,[],[],[],[],['q5'],[]
Q31733,[],[],[],[],['q5'],[]
Q1494252,['q1033'],[],[],[],[],[]
Q631064,[],['q145'],['q1410'],[],"['q7075', 'q28564', 'q811979']",[]
Q858271,[],['q884'],[],[],['q7725634'],[]
Q142216,[],[],[],[],['q5'],[]
Q3758835,[],[],[],[],[],[]
Q75848,[],[],[],[],[],[]
Q5648,[],[],[],[],['q5'],[]
Q4162339,[],[],[],[],[],[]
Q748198,[],[],[],[],[],[]
Q661717,[],[],[],[],[],[]
Q1496601,"['q796', 'q794']","['q794', 'q796']",[],[],['q19861951'],[]
Q260756,[],['q159'],[],[],"['q786820', 'q891723', 'q4830453']",[]
Q4131813,[],[],[],[],['q11460'],[]
Q1463060,[],['q36'],[],[],['q220505'],[]
Q945924,[],['q55'],[],[],[],[]
Q1499199,[],[],[],[],['q483394'],[]
Q1499717,[],[],[],[],['q10675206'],[]
Q3100309,[],['q30'],[],[],['q11396960'],[]
Q930585,[],[],[],[],['q179461'],[]
Q8963721,[],[],[],[],['q28640'],[]
Q1184488,[],[],[],[],[],[]
Q5532323,[],[],[],[],"['q11773926', 'q214339', 'q4189293']",[]
Q943607,[],['q43'],[],[],"['q327333', 'q35535']",[]
Q5532360,[],['q145'],[],[],[],[]
Q81965,['q30'],['q30'],[],[],"['q786820', 'q21980538', 'q891723', 'q11396960']",[]
Q847768,[],[],[],[],['q4164871'],[]
Q4135351,[],[],[],[],"['q7188', 'q35798']",[]
Q946520,[],['q142'],[],[],['q327333'],[]
Q4135334,[],['q232'],[],[],['q1639780'],[]
Q4135372,[],['q243610'],[],[],"['q35798', 'q7188']",[]
Q495430,[],[],[],[],[],[]
Q8022,[],['q29'],[],[],"['q178706', 'q28106049', 'q11028', 'q327333']",[]
Q737774,[],['q145'],[],[],"['q2085381', 'q1320047']",[]
Q2850018,[],[],[],[],[],[]
Q641539,[],[],[],[],[],[]
Q17016206,[],[],[],[],[],[]
Q3126128,[],[],[],[],['q28640'],[]
Q677004,[],['q39'],[],[],['q740752'],[]
Q183273,[],[],[],[],[],[]
Q348567,[],[],[],[],[],[]
Q64661,[],[],[],[],['q5'],[]
Q310192,[],[],[],[],['q5'],[]
Q23844,[],[],[],[],['q5'],[]
Q3816,[],[],[],[],['q5'],[]
Q65368,[],[],[],[],['q5'],[]
Q207,[],[],[],[],['q5'],[]
Q23,[],[],[],[],['q5'],[]
Q153793,[],[],[],[],['q5'],[]
Q12954,[],[],[],[],['q5'],[]
Q10717,[],['q734'],['q1185362'],[],"['q515', 'q1549591', 'q2264924', 'q51929311']",[]
Q88035,[],[],[],[],['q5'],[]
Q16838766,[],[],[],[],['q1156854'],[]
Q5547841,[],[],[],[],[],[]
Q1048148,[],[],[],[],['q3300022'],[]
Q97575,[],[],[],[],['q5'],[]
Q9582,[],[],[],[],['q5'],[]
Q6353,[],[],[],[],['q5'],[]
Q213917,[],[],[],[],['q5'],[]
Q78550,[],[],[],[],['q5'],[]
Q93075,[],[],[],[],['q5'],[]
Q43523,[],[],[],[],['q5'],[]
Q5550863,['q252'],[],[],[],"['q28823', 'q3172759']",[]
Q2635930,[],"['q219', 'q403', 'q218']",[],[],['q189819'],[]
Q2882208,[],['q183'],[],[],[],[]
Q172659,[],['q347'],[],[],['q7278'],[]
Q2477112,[],[],[],[],['q968159'],[]
Q289166,[],['q41304'],[],[],['q7278'],[]
Q1047433,[],[],[],[],['q223393'],[]
Q658018,[],[],[],[],[],[]
Q2079526,[],['q31'],[],[],[],[]
Q332048,[],['q948'],[],[],['q7188'],[]
Q1521426,[],[],[],[],[],[]
Q113541813,['q837'],['q837'],[],[],['q107357104'],[]
Q734834,[],['q31'],[],[],"['q1278452', 'q11801536', 'q3305213']",[]
Q152018,[],[],[],[],[],[]
Q623386,[],[],[],[],['q12737077'],[]
Q166216,[],[],[],[],['q5'],[]
Q628790,[],[],[],[],"['q16521', 'q152']",[]
Q5560014,[],[],[],[],[],[]
Q1652336,['q30'],[],[],[],['q1004'],[]
Q5562333,[],[],[],[],[],[]
Q582328,['q18097'],[],[],[],[],[]
Q1061187,"['q252', 'q833', 'q334']",[],[],[],['q40050'],[]
Q63491,[],[],[],[],['q5'],[]
Q178412,[],[],[],[],['q5'],[]
Q448980,[],[],[],[],[],[]
Q614047,[],[],[],[],['q3305213'],[]
Q676580,[],['q39'],[],[],"['q13406554', 'q18608583']",[]
Q489650,['q224'],[],[],[],"['q2305295', 'q2085381']",[]
Q4093,[],"['q145', 'q174193', 'q161885', 'q230791']","['q55934339', 'q68826097', 'q77606319', 'q77607750']",[],"['q515', 'q1549591', 'q51929311', 'q202435']",[]
Q173100,[],['q15180'],[],[],['q1156854'],[]
Q11469,[],[],[],[],"['q15831577', 'q214609', 'q63981612']",[]
Q2972446,[],[],[],[],"['q206615', 'q181790']",[]
Q27170,[],['q34'],[],[],['q378427'],[]
Q686016,[],[],[],[],"['q41298', 'q4830453']",[]
Q5567416,[],[],[],[],['q5'],[]
Q1530896,[],['q16'],['q1951'],[],"['q33506', 'q166118']",[]
Q1530968,[],[],[],[],['q2221906'],[]
Q208511,[],[],[],[],[],[]
Q1011110,[],[],[],[],[],[]
Q5513774,[],[],[],[],[],[]
Q48420,[],[],[],[],[],[]
Q1533348,[],[],[],[],['q3516833'],[]
Q12039558,[],[],[],[],['q12737077'],[]
Q56282003,[],[],[],[],['q55983715'],[]
Q3866624,[],[],[],[],['q477544'],[]
Q1345964,[],[],[],[],"['q133311', 'q41710', 'q2221906', 'q3024240']",[]
Q481447,[],[],[],[],['q3305213'],[]
Q46644,['q30'],[],[],[],['q215380'],[]
Q3109988,[],['q30'],[],[],['q11396960'],[]
